item_id,order_id,product_id,quantity,unit_price,discount_percent
I13777,O03623,P065,3,16998,7
I13778,O00417,P382,5,34271,5
I13779,O00735,P227,2,45678,9
I13780,O04649,P078,2,42906,0
I13781,O09519,P122,5,46414,26
I13782,O00270,P385,5,43244,33
I13783,O02242,P284,4,7802,20
I13784,O03996,P283,1,49544,13
I13785,O04924,P207,4,30706,11
I13786,O06866,P247,5,24271,39
I13787,O00481,P027,4,21124,22
I13788,O07514,P067,1,11039,32
I13789,O08418,P058,5,30707,4
I13790,O02241,P226,1,7173,8
I13791,O03310,P208,2,37929,6
I13792,O04109,P025,2,49180,46
I13793,O09026,P447,2,28354,40
I13794,O03300,P036,5,13116,22
I13795,O03618,P421,1,37493,25
I13796,O08649,P012,3,13732,25
I13797,O08246,P179,5,3285,47
I13798,O04223,P199,5,11033,10
I13799,O00078,P109,3,24006,9
I13800,O07182,P340,2,2905,48
I13801,O02056,P057,3,22071,40
I13802,O04045,P228,4,2613,21
I13803,O03478,P432,5,25345,6
I13804,O07894,P446,4,12229,22
I13805,O06413,P154,2,29369,20
I13806,O02419,P404,2,6755,49
I13807,O08831,P479,2,41087,32
I13808,O01777,P187,2,33801,39
I13809,O00682,P116,2,38076,33
I13810,O09623,P143,5,131,23
I13811,O09291,P295,5,1684,15
I13812,O00285,P151,4,12151,35
I13813,O08232,P343,3,46937,29
I13814,O05156,P245,5,40333,3
I13815,O08696,P482,4,14102,44
I13816,O04716,P409,3,8457,21
I13817,O04662,P065,3,11863,0
I13818,O07738,P456,4,29839,15
I13819,O04286,P061,3,22220,29
I13820,O03401,P152,2,33305,32
I13821,O04162,P056,2,48511,13
I13822,O08953,P275,5,784,9
I13823,O09649,P168,1,35733,12
I13824,O00985,P355,3,33165,9
I13825,O08475,P450,4,14942,4
I13826,O07848,P170,5,18233,35
I13827,O02476,P187,4,36614,7
I13828,O07246,P296,4,24397,1
I13829,O05535,P177,5,32657,19
I13830,O05766,P202,4,22595,25
I13831,O04891,P082,5,7583,27
I13832,O02181,P039,2,1351,33
I13833,O03313,P196,1,17460,12
I13834,O05906,P412,1,12546,30
I13835,O03406,P018,2,3066,15
I13836,O00316,P152,1,29315,14
I13837,O06229,P486,5,28019,36
I13838,O04845,P194,2,1287,7
I13839,O04271,P075,1,24913,15
I13840,O07980,P486,3,16337,21
I13841,O08743,P165,3,34207,42
I13842,O07608,P289,2,44200,0
I13843,O06802,P328,3,9834,36
I13844,O00232,P227,1,3269,24
I13845,O04439,P073,4,27603,24
I13846,O03126,P020,2,46189,37
I13847,O06517,P054,4,3150,10
I13848,O09817,P434,4,27598,7
I13849,O00990,P385,4,3812,44
I13850,O02129,P206,2,36375,16
I13851,O00394,P160,4,9558,20
I13852,O01368,P319,3,39038,25
I13853,O02160,P269,1,48813,22
I13854,O01618,P241,1,48116,29
I13855,O05134,P036,5,34961,14
I13856,O04676,P001,4,27629,34
I13857,O04798,P109,3,40395,31
I13858,O01529,P494,5,32131,35
I13859,O01474,P392,5,37526,24
I13860,O08351,P198,5,34854,19
I13861,O02631,P200,3,20453,19
I13862,O03794,P283,3,11387,48
I13863,O08122,P472,4,28211,18
I13864,O09135,P385,4,26989,14
I13865,O07490,P448,1,31453,4
I13866,O09899,P497,4,1802,27
I13867,O04421,P408,5,29543,12
I13868,O04054,P072,3,26930,7
I13869,O01045,P417,3,4708,20
I13870,O04936,P423,1,12664,19
I13871,O03677,P204,2,1398,22
I13872,O06092,P417,4,33546,22
I13873,O01712,P130,5,33848,17
I13874,O09461,P019,3,1225,47
I13875,O00487,P065,2,1734,22
I13876,O05496,P308,4,18502,17
I13877,O01849,P235,5,39064,50
I13878,O02482,P185,5,21401,2
I13879,O09795,P184,1,7658,27
I13880,O07331,P154,1,22212,45
I13881,O06182,P305,3,25183,24
I13882,O02924,P310,5,2135,33
I13883,O02672,P042,5,33098,3
I13884,O09786,P145,4,9422,6
I13885,O05947,P072,5,22228,46
I13886,O05439,P083,1,17726,21
I13887,O06907,P052,3,21193,38
I13888,O06059,P320,3,48054,26
I13889,O01438,P175,1,28054,26
I13890,O08115,P221,3,27864,33
I13891,O01362,P047,4,34452,18
I13892,O04490,P473,4,5929,28
I13893,O00601,P448,3,17430,44
I13894,O00498,P069,2,32013,41
I13895,O00166,P109,3,27876,38
I13896,O02057,P434,5,29268,20
I13897,O00130,P249,5,31749,6
I13898,O05074,P183,4,7162,40
I13899,O04488,P304,1,6677,0
I13900,O08083,P379,1,8559,16
I13901,O08096,P452,5,9281,46
I13902,O00917,P008,3,5674,19
I13903,O02206,P278,5,22556,32
I13904,O01770,P352,1,40908,3
I13905,O00500,P435,2,29897,30
I13906,O02620,P264,1,44410,6
I13907,O04655,P047,3,43767,19
I13908,O05149,P483,2,24261,10
I13909,O03519,P256,5,15690,12
I13910,O08990,P489,3,43071,22
I13911,O02784,P186,2,32530,20
I13912,O05041,P415,5,48562,33
I13913,O07007,P294,2,30592,48
I13914,O02986,P034,3,16508,2
I13915,O06244,P420,1,31140,46
I13916,O03709,P084,5,17383,4
I13917,O08352,P062,5,29810,40
I13918,O08251,P044,5,41635,47
I13919,O04482,P185,1,17731,0
I13920,O06547,P244,3,49409,25
I13921,O04291,P398,4,49771,25
I13922,O01697,P173,2,30032,28
I13923,O07379,P161,2,31376,40
I13924,O01673,P308,2,8167,6
I13925,O01580,P087,4,33904,37
I13926,O09655,P177,5,12764,46
I13927,O01478,P143,2,30716,39
I13928,O02901,P046,2,37675,0
I13929,O03716,P197,5,3488,34
I13930,O07943,P316,5,4047,47
I13931,O03777,P228,3,14599,39
I13932,O03399,P412,5,33450,19
I13933,O05019,P343,4,7464,32
I13934,O09007,P162,5,29748,0
I13935,O04305,P029,4,41032,0
I13936,O01027,P405,2,49405,41
I13937,O08138,P232,2,9292,26
I13938,O05533,P424,1,37566,20
I13939,O03198,P179,4,2446,1
I13940,O05134,P402,2,43918,16
I13941,O09849,P091,3,4876,24
I13942,O06761,P001,2,6561,38
I13943,O00272,P193,2,45511,23
I13944,O05998,P334,1,15478,50
I13945,O09276,P486,5,2732,30
I13946,O07855,P009,2,9019,16
I13947,O00045,P191,5,23167,48
I13948,O04493,P476,2,47617,18
I13949,O01407,P329,3,32917,36
I13950,O02608,P038,5,42626,46
I13951,O03087,P084,2,36162,26
I13952,O01751,P224,1,44904,19
I13953,O08830,P254,2,7152,18
I13954,O09775,P180,1,48275,3
I13955,O05772,P247,2,35869,31
I13956,O00517,P378,4,40091,10
I13957,O00587,P335,5,8800,37
I13958,O03901,P264,2,41055,46
I13959,O05469,P066,5,43838,36
I13960,O04719,P184,5,15786,1
I13961,O00229,P489,3,9536,13
I13962,O07230,P498,5,6000,4
I13963,O05561,P474,2,32646,39
I13964,O07880,P169,4,28588,2
I13965,O01085,P406,4,43815,43
I13966,O04143,P263,2,16769,44
I13967,O07088,P277,4,24442,20
I13968,O03561,P464,4,15983,11
I13969,O01604,P119,3,19144,22
I13970,O07570,P293,2,1680,48
I13971,O07765,P123,2,41366,30
I13972,O07352,P263,4,47081,15
I13973,O06483,P398,5,44605,21
I13974,O05151,P365,3,44172,3
I13975,O00677,P114,3,3932,17
I13976,O01476,P185,4,32831,11
I13977,O02238,P022,3,29889,6
I13978,O09896,P305,3,46413,47
I13979,O04433,P198,5,9862,4
I13980,O05129,P321,2,45445,1
I13981,O01448,P342,4,31149,16
I13982,O09506,P031,1,16835,19
I13983,O02167,P394,4,19143,48
I13984,O01433,P373,4,35255,5
I13985,O01648,P410,4,10860,43
I13986,O05738,P068,1,43042,32
I13987,O04465,P422,5,19789,16
I13988,O06787,P421,4,13748,24
I13989,O00311,P266,5,14667,6
I13990,O00149,P021,3,7935,25
I13991,O03221,P283,5,32433,25
I13992,O01151,P024,5,19875,6
I13993,O00194,P206,2,7580,30
I13994,O03392,P487,3,25796,13
I13995,O03348,P473,2,35841,19
I13996,O02327,P486,4,21976,5
I13997,O03815,P479,4,46260,50
I13998,O08048,P154,1,8046,9
I13999,O02535,P150,4,14385,0
I14000,O01397,P155,5,47966,25
I14001,O03216,P386,4,17198,46
I14002,O09073,P223,5,42748,11
I14003,O06495,P179,5,27290,38
I14004,O03385,P071,5,22535,25
I14005,O08261,P474,4,45183,15
I14006,O05060,P420,1,45682,32
I14007,O09327,P411,5,17483,18
I14008,O09510,P285,4,22406,41
I14009,O06236,P347,4,24551,16
I14010,O08989,P306,1,3155,3
I14011,O07845,P377,1,19869,1
I14012,O06844,P492,1,46660,22
I14013,O03358,P339,1,9731,7
I14014,O04470,P348,3,41024,44
I14015,O01077,P283,3,4427,47
I14016,O03280,P275,2,47141,49
I14017,O04345,P027,2,31269,8
I14018,O01496,P457,3,39939,49
I14019,O08540,P374,4,18082,11
I14020,O05527,P364,5,7850,4
I14021,O03525,P401,3,21153,25
I14022,O05265,P023,4,20165,49
I14023,O00809,P297,2,41001,6
I14024,O09461,P005,1,34961,30
I14025,O01943,P224,5,37990,8
I14026,O09261,P158,5,8991,5
I14027,O02259,P429,2,29860,9
I14028,O04861,P259,3,26277,37
I14029,O02759,P140,4,28688,36
I14030,O03272,P232,3,26688,14
I14031,O04131,P266,5,26491,34
I14032,O01567,P462,3,35561,30
I14033,O09300,P235,2,23583,45
I14034,O03199,P215,3,7997,25
I14035,O03633,P049,2,9321,49
I14036,O09767,P250,5,8779,10
I14037,O02347,P258,5,47778,3
I14038,O08054,P300,2,46602,16
I14039,O02921,P079,4,49503,6
I14040,O03757,P242,3,1752,45
I14041,O02030,P257,4,37287,3
I14042,O07941,P030,1,14851,34
I14043,O07754,P251,3,20414,25
I14044,O08473,P483,4,23708,2
I14045,O06220,P170,4,23080,15
I14046,O02644,P357,4,28742,47
I14047,O02321,P086,2,20132,7
I14048,O03920,P327,3,8585,20
I14049,O05907,P221,1,12201,0
I14050,O02679,P433,5,38791,8
I14051,O02730,P369,4,27321,25
I14052,O02165,P483,3,1378,0
I14053,O04793,P308,4,45031,9
I14054,O05378,P311,2,36958,27
I14055,O09901,P477,3,20469,7
I14056,O08720,P421,1,38658,8
I14057,O01265,P136,1,46600,38
I14058,O04584,P202,4,4793,3
I14059,O00847,P165,3,44286,26
I14060,O05472,P125,1,12750,8
I14061,O02128,P024,1,14223,28
I14062,O02544,P415,3,28886,38
I14063,O02988,P358,4,25926,10
I14064,O08149,P411,4,31245,26
I14065,O08922,P202,3,29892,22
I14066,O03138,P328,4,19306,11
I14067,O09791,P049,3,11184,8
I14068,O06085,P456,2,17759,34
I14069,O04928,P483,2,31255,31
I14070,O09743,P444,5,8371,30
I14071,O04903,P398,1,4002,14
I14072,O03573,P268,3,13268,17
I14073,O03161,P345,4,22298,28
I14074,O06690,P485,5,41147,44
I14075,O04052,P216,2,9543,10
I14076,O03552,P002,4,36324,19
I14077,O06649,P119,4,5130,14
I14078,O02206,P394,2,28606,31
I14079,O08871,P088,5,16358,9
I14080,O03712,P225,2,14095,16
I14081,O06633,P491,5,44554,48
I14082,O09151,P049,5,45853,21
I14083,O05210,P373,3,36346,35
I14084,O09624,P269,5,40983,26
I14085,O06093,P077,5,47125,3
I14086,O01366,P153,4,2910,27
I14087,O05872,P496,3,10603,22
I14088,O08746,P234,4,29433,27
I14089,O07205,P328,5,7411,0
I14090,O00694,P064,4,4212,2
I14091,O03685,P388,2,19204,46
I14092,O06927,P219,4,30622,45
I14093,O03923,P299,4,2375,5
I14094,O08768,P030,3,23147,50
I14095,O08025,P448,3,17568,16
I14096,O09112,P450,3,1301,6
I14097,O07307,P172,1,6983,50
I14098,O04266,P268,2,33745,42
I14099,O04846,P002,4,45441,36
I14100,O04679,P065,1,7256,3
I14101,O05729,P010,2,40777,26
I14102,O09267,P493,1,41433,18
I14103,O01158,P416,2,46521,45
I14104,O06513,P350,2,48269,29
I14105,O09878,P114,5,37856,46
I14106,O08012,P175,4,8511,27
I14107,O06949,P448,3,44898,41
I14108,O02218,P062,4,10989,3
I14109,O08315,P285,3,47490,24
I14110,O00856,P200,2,12676,26
I14111,O03901,P105,3,31906,25
I14112,O00106,P326,4,5130,43
I14113,O01592,P286,2,18395,17
I14114,O01754,P414,3,36583,35
I14115,O02415,P204,1,21375,32
I14116,O01815,P212,3,34224,42
I14117,O07841,P032,3,17889,17
I14118,O07613,P197,3,15368,9
I14119,O02818,P223,2,9629,13
I14120,O07960,P427,2,47429,2
I14121,O09163,P173,5,8632,35
I14122,O08399,P248,5,41785,42
I14123,O08212,P299,1,48044,16
I14124,O06542,P307,5,19907,2
I14125,O09841,P401,5,41528,22
I14126,O01350,P497,1,22426,5
I14127,O06935,P001,5,44383,9
I14128,O08273,P215,3,17484,3
I14129,O03509,P318,1,19111,29
I14130,O01762,P138,2,24700,12
I14131,O07922,P184,5,45685,22
I14132,O08702,P309,4,11064,49
I14133,O06107,P155,1,40396,35
I14134,O05413,P216,3,39155,5
I14135,O00592,P143,5,48127,6
I14136,O08382,P385,2,10160,12
I14137,O06106,P307,3,35598,45
I14138,O08859,P036,1,45983,5
I14139,O03474,P040,3,39874,13
I14140,O02648,P017,2,24761,14
I14141,O03404,P470,4,10814,32
I14142,O08853,P326,1,32536,41
I14143,O09502,P477,2,8871,30
I14144,O00653,P224,4,33496,11
I14145,O02817,P174,4,17629,8
I14146,O03065,P111,2,5177,18
I14147,O03659,P430,5,10659,42
I14148,O03523,P416,5,16400,9
I14149,O02481,P049,4,41138,11
I14150,O09006,P221,1,29731,18
I14151,O08802,P291,3,26520,13
I14152,O02998,P068,5,15472,50
I14153,O09842,P170,5,9133,28
I14154,O07857,P222,1,27742,30
I14155,O08146,P233,3,37716,36
I14156,O05868,P283,1,30082,35
I14157,O06772,P202,2,27493,19
I14158,O02696,P214,2,43285,9
I14159,O06038,P370,2,48903,12
I14160,O00152,P171,2,49795,49
I14161,O03695,P475,1,31185,36
I14162,O05388,P457,1,4225,32
I14163,O03913,P121,5,20857,39
I14164,O06450,P289,1,30627,2
I14165,O05284,P253,4,39643,50
I14166,O06656,P069,5,19657,7
I14167,O05180,P446,2,18389,10
I14168,O09063,P351,1,7268,15
I14169,O03978,P076,1,937,37
I14170,O03481,P459,5,31848,36
I14171,O05649,P318,2,44865,19
I14172,O01038,P490,2,17709,42
I14173,O02423,P211,2,47741,33
I14174,O07246,P202,1,2266,46
I14175,O07793,P347,3,2123,24
I14176,O05674,P272,1,35296,8
I14177,O07764,P360,3,22396,14
I14178,O05073,P204,2,2667,27
I14179,O01671,P185,1,47486,5
I14180,O02380,P261,4,23797,18
I14181,O06679,P189,5,4055,50
I14182,O00031,P323,5,29763,43
I14183,O00614,P492,3,24773,24
I14184,O03299,P143,4,6134,21
I14185,O03231,P234,2,12822,24
I14186,O08716,P377,1,25239,15
I14187,O02140,P068,3,20229,12
I14188,O06666,P324,4,43089,28
I14189,O09809,P092,5,18123,1
I14190,O06824,P312,2,33480,28
I14191,O05741,P395,3,8877,10
I14192,O08511,P112,2,49915,13
I14193,O04898,P234,1,11997,3
I14194,O03429,P500,2,7785,28
I14195,O05710,P253,5,31233,7
I14196,O05821,P095,3,941,31
I14197,O07354,P358,2,42497,29
I14198,O02354,P075,1,44849,7
I14199,O08098,P497,4,26758,48
I14200,O09419,P314,4,4823,34
I14201,O04246,P379,1,14380,39
I14202,O09041,P174,5,20619,49
I14203,O01443,P339,4,20691,8
I14204,O00281,P008,5,32919,17
I14205,O09824,P117,5,22823,33
I14206,O04877,P251,3,48729,24
I14207,O02415,P437,1,48284,23
I14208,O06617,P047,3,36677,43
I14209,O07784,P475,5,1626,31
I14210,O07641,P412,5,13893,19
I14211,O01966,P010,4,4483,33
I14212,O00938,P107,4,41589,0
I14213,O09885,P064,5,28091,21
I14214,O08629,P274,2,31298,13
I14215,O06008,P144,5,9010,30
I14216,O05078,P110,4,37131,23
I14217,O01417,P187,1,15987,8
I14218,O07233,P414,5,1941,6
I14219,O01885,P207,4,30402,40
I14220,O07124,P225,2,44001,14
I14221,O09390,P047,2,11971,25
I14222,O05636,P254,5,9965,34
I14223,O09751,P166,2,8964,39
I14224,O04695,P396,5,17141,26
I14225,O00092,P484,1,23030,24
I14226,O05020,P218,4,21481,50
I14227,O06736,P299,5,21101,46
I14228,O01678,P375,1,27327,1
I14229,O06997,P491,5,30394,34
I14230,O04180,P175,3,14938,30
I14231,O08362,P306,4,31601,25
I14232,O01874,P344,5,12607,42
I14233,O01301,P308,4,22131,17
I14234,O08597,P429,1,4313,1
I14235,O01600,P485,2,28406,28
I14236,O01610,P181,5,35210,24
I14237,O05344,P118,3,4021,2
I14238,O01586,P284,4,48647,34
I14239,O06513,P328,2,24820,16
I14240,O06546,P239,1,43266,16
I14241,O02812,P170,5,9162,10
I14242,O06549,P484,3,15195,0
I14243,O02322,P438,1,8211,22
I14244,O09332,P259,4,48614,2
I14245,O05595,P352,1,15305,50
I14246,O01922,P447,4,46441,37
I14247,O07436,P022,4,12459,19
I14248,O06144,P052,2,39482,23
I14249,O01371,P261,2,19880,9
I14250,O00099,P236,5,17650,16
I14251,O03808,P299,1,44224,50
I14252,O01938,P168,3,49189,14
I14253,O00935,P169,2,3739,16
I14254,O09237,P428,5,29171,8
I14255,O08021,P312,2,47744,1
I14256,O08088,P016,5,10225,23
I14257,O04230,P026,1,23155,8
I14258,O00686,P170,3,816,36
I14259,O08332,P205,4,758,1
I14260,O02802,P250,3,4631,11
I14261,O00291,P282,3,38859,4
I14262,O07694,P301,5,24790,4
I14263,O09909,P004,5,45617,3
I14264,O09347,P101,3,41130,41
I14265,O04862,P317,3,14573,16
I14266,O05045,P217,2,9742,12
I14267,O08172,P277,3,47989,25
I14268,O09310,P205,2,48991,28
I14269,O02346,P298,3,15389,32
I14270,O05964,P427,4,36700,26
I14271,O04364,P181,1,8026,42
I14272,O06941,P319,2,40009,50
I14273,O00892,P399,1,7846,20
I14274,O00950,P352,3,12155,15
I14275,O07805,P222,4,20894,2
I14276,O07194,P226,4,30161,22
I14277,O06520,P485,1,29381,12
I14278,O00109,P432,5,21331,19
I14279,O03270,P396,2,18651,0
I14280,O08111,P083,2,21250,18
I14281,O02363,P221,3,39109,20
I14282,O01566,P137,2,13535,37
I14283,O01225,P183,3,10261,40
I14284,O03921,P203,2,6277,29
I14285,O09082,P436,5,46273,16
I14286,O01426,P204,2,20667,50
I14287,O03808,P200,4,18316,0
I14288,O05683,P109,1,32270,43
I14289,O08828,P037,4,11518,3
I14290,O09850,P064,3,20419,16
I14291,O01932,P088,2,25043,14
I14292,O01233,P455,2,23835,32
I14293,O07064,P301,2,25052,0
I14294,O00559,P050,2,19651,20
I14295,O07420,P141,2,46833,32
I14296,O08169,P292,4,11528,24
I14297,O09209,P271,3,38331,32
I14298,O00037,P248,4,24846,0
I14299,O01510,P375,1,18887,7
I14300,O08093,P199,5,38041,26
I14301,O02528,P276,2,13187,34
I14302,O02622,P078,5,43257,1
I14303,O01425,P131,2,49879,32
I14304,O06601,P384,3,25572,50
I14305,O01622,P082,1,3017,35
I14306,O03135,P008,2,14054,49
I14307,O08865,P280,2,3601,41
I14308,O05197,P015,3,42058,25
I14309,O05379,P233,3,35345,7
I14310,O06896,P271,4,48111,25
I14311,O08538,P471,3,39305,34
I14312,O04680,P034,1,11076,18
I14313,O06532,P329,2,2072,29
I14314,O02007,P476,4,34092,50
I14315,O05138,P135,4,30786,4
I14316,O04914,P480,1,45103,17
I14317,O02164,P400,4,33383,31
I14318,O06907,P291,2,48375,19
I14319,O08816,P299,2,13532,17
I14320,O01896,P469,5,20678,8
I14321,O01281,P228,3,46004,32
I14322,O03204,P071,3,2488,37
I14323,O07372,P411,2,5825,20
I14324,O02213,P020,3,24715,28
I14325,O06972,P382,2,43931,0
I14326,O00690,P469,4,1032,10
I14327,O09003,P238,3,34135,26
I14328,O04988,P470,5,34586,22
I14329,O03879,P464,3,6481,0
I14330,O01228,P221,3,45675,42
I14331,O01436,P268,4,31894,17
I14332,O08686,P098,4,36120,5
I14333,O03456,P474,1,38376,36
I14334,O02317,P039,2,47913,25
I14335,O00870,P347,4,6355,19
I14336,O03247,P031,5,37113,20
I14337,O07364,P257,3,18162,37
I14338,O05898,P208,5,24965,11
I14339,O03940,P056,4,45258,44
I14340,O09849,P359,1,13106,47
I14341,O06486,P474,5,26947,17
I14342,O04193,P005,4,31672,40
I14343,O03368,P373,2,32395,44
I14344,O01098,P230,5,45958,17
I14345,O02784,P075,3,11002,38
I14346,O04790,P298,5,20859,48
I14347,O05253,P164,2,28169,36
I14348,O05926,P448,4,12706,36
I14349,O07369,P403,4,8830,16
I14350,O00638,P225,4,38907,0
I14351,O00604,P331,5,35836,31
I14352,O03883,P395,4,41299,30
I14353,O02460,P360,5,35317,5
I14354,O06425,P065,2,39865,9
I14355,O04408,P434,5,23775,20
I14356,O09841,P141,1,3237,48
I14357,O09008,P142,1,41638,15
I14358,O08617,P374,5,3439,4
I14359,O07307,P411,3,36080,18
I14360,O04618,P206,1,31576,30
I14361,O05862,P259,3,34027,27
I14362,O09590,P355,5,36028,49
I14363,O07137,P147,1,30581,8
I14364,O09611,P229,4,37117,10
I14365,O00638,P091,2,36090,43
I14366,O01260,P147,5,26566,35
I14367,O04728,P375,1,13815,19
I14368,O00298,P171,1,16799,35
I14369,O09734,P179,2,37633,15
I14370,O04200,P161,3,10402,49
I14371,O07626,P080,5,37232,25
I14372,O01387,P225,3,18659,0
I14373,O00271,P308,1,8571,41
I14374,O00514,P264,5,43839,23
I14375,O09263,P033,3,35262,2
I14376,O06864,P436,5,25076,38
I14377,O09976,P029,3,37974,1
I14378,O09058,P117,5,24625,33
I14379,O01014,P012,1,34841,10
I14380,O06969,P186,2,13703,44
I14381,O04151,P015,2,15179,4
I14382,O01665,P309,5,41794,19
I14383,O07445,P297,2,23123,48
I14384,O08657,P141,4,44640,26
I14385,O02441,P452,4,16901,1
I14386,O07514,P117,3,43757,38
I14387,O00266,P118,4,13047,13
I14388,O03056,P145,5,19630,31
I14389,O00498,P483,3,46668,12
I14390,O09755,P302,2,32737,16
I14391,O09279,P015,4,36936,37
I14392,O06640,P083,3,34816,43
I14393,O06885,P375,2,34143,6
I14394,O01124,P241,4,13191,4
I14395,O08215,P243,4,40968,31
I14396,O08857,P025,1,15250,26
I14397,O07284,P109,1,34917,11
I14398,O05515,P260,3,30313,30
I14399,O08940,P069,3,31761,20
I14400,O04596,P127,4,14230,7
I14401,O03273,P325,1,13034,32
I14402,O09361,P107,1,45580,6
I14403,O04796,P027,3,42174,48
I14404,O02458,P225,2,9242,50
I14405,O02479,P404,2,39325,26
I14406,O09690,P485,5,35090,48
I14407,O02351,P232,1,20634,12
I14408,O08016,P187,3,24923,22
I14409,O06251,P132,1,19108,2
I14410,O03266,P375,2,32297,14
I14411,O01868,P355,4,22012,13
I14412,O02912,P095,5,29957,36
I14413,O04271,P127,5,49717,0
I14414,O08487,P477,1,18391,18
I14415,O03002,P388,4,28504,9
I14416,O09664,P189,4,6453,37
I14417,O04575,P283,4,46206,7
I14418,O05892,P490,4,15746,1
I14419,O06494,P157,3,42386,44
I14420,O01817,P264,4,17532,25
I14421,O00607,P078,5,23665,28
I14422,O07143,P302,5,6778,15
I14423,O01612,P351,1,15541,46
I14424,O01690,P020,5,4700,47
I14425,O04185,P305,3,33735,8
I14426,O08627,P070,2,32317,9
I14427,O06732,P084,4,46480,21
I14428,O08805,P236,5,12423,36
I14429,O05718,P110,5,32101,38
I14430,O05289,P473,5,16306,42
I14431,O02780,P175,4,29858,16
I14432,O00874,P436,1,11280,36
I14433,O02827,P365,3,11351,29
I14434,O09297,P442,1,14461,36
I14435,O04562,P028,1,23928,2
I14436,O06026,P370,5,36751,11
I14437,O04005,P354,2,24277,41
I14438,O01568,P338,1,10773,41
I14439,O04119,P311,2,37802,21
I14440,O04622,P243,5,49828,32
I14441,O03890,P412,5,5340,39
I14442,O06641,P315,1,28799,44
I14443,O04242,P242,1,24995,40
I14444,O05257,P092,5,41832,17
I14445,O00490,P052,2,34579,30
I14446,O00258,P310,2,2539,25
I14447,O04252,P336,5,12725,27
I14448,O09337,P357,1,36424,27
I14449,O04552,P213,3,21506,38
I14450,O03363,P006,4,49220,23
I14451,O09153,P199,1,23596,28
I14452,O03265,P038,2,5734,9
I14453,O00342,P142,3,5613,37
I14454,O02408,P029,3,6094,47
I14455,O03552,P215,5,35795,20
I14456,O05350,P475,2,17751,30
I14457,O04084,P291,5,35389,16
I14458,O08411,P228,2,20489,10
I14459,O03871,P471,2,12165,28
I14460,O01391,P464,4,10971,28
I14461,O06253,P063,4,16333,29
I14462,O02708,P260,4,44177,27
I14463,O01362,P109,4,22516,24
I14464,O09780,P451,3,10660,39
I14465,O08543,P317,4,36546,35
I14466,O03872,P309,3,37687,46
I14467,O08337,P072,4,42885,38
I14468,O00033,P279,5,16052,2
I14469,O05633,P346,5,43172,46
I14470,O07302,P464,2,4124,17
I14471,O04815,P177,1,39070,22
I14472,O05295,P457,4,26053,36
I14473,O09859,P192,1,25084,28
I14474,O03040,P256,3,8331,20
I14475,O09229,P155,4,16804,18
I14476,O05258,P321,2,14498,6
I14477,O04067,P166,4,47903,15
I14478,O08880,P069,2,28419,24
I14479,O01565,P047,4,18484,47
I14480,O09585,P357,5,44565,11
I14481,O01602,P398,1,47344,44
I14482,O05097,P369,1,44822,2
I14483,O05391,P185,2,24010,47
I14484,O08350,P238,1,10237,16
I14485,O02384,P458,1,38127,30
I14486,O01483,P147,4,9950,40
I14487,O04558,P001,1,15772,13
I14488,O04134,P257,5,661,48
I14489,O07016,P174,4,19013,11
I14490,O00109,P101,5,36688,3
I14491,O01055,P338,5,44017,16
I14492,O00885,P415,4,9413,48
I14493,O01967,P393,1,30906,38
I14494,O09655,P287,5,35386,36
I14495,O05157,P227,2,22721,4
I14496,O03825,P209,1,48904,41
I14497,O04716,P164,1,33420,14
I14498,O02860,P492,4,3783,15
I14499,O04881,P479,1,41069,29
I14500,O07067,P137,4,8475,18
I14501,O05684,P090,4,46713,32
I14502,O01411,P175,5,44135,6
I14503,O01602,P441,4,39542,37
I14504,O01217,P417,1,42834,20
I14505,O02355,P496,2,30239,8
I14506,O02788,P265,5,41176,21
I14507,O00391,P205,3,35285,4
I14508,O05530,P371,4,22626,25
I14509,O08926,P285,3,48219,48
I14510,O02369,P341,1,38679,48
I14511,O01972,P232,4,10602,40
I14512,O06327,P089,5,3231,47
I14513,O02736,P364,5,34437,3
I14514,O06167,P391,5,13056,19
I14515,O07685,P008,3,1972,28
I14516,O06974,P452,4,30335,17
I14517,O05858,P436,5,36884,50
I14518,O01612,P280,3,12591,8
I14519,O00114,P348,3,38462,24
I14520,O02111,P195,2,17385,7
I14521,O02683,P318,5,14951,32
I14522,O00356,P453,4,48758,5
I14523,O01728,P333,1,14028,29
I14524,O05863,P130,2,44116,16
I14525,O03558,P199,4,29247,4
I14526,O07063,P433,3,25091,33
I14527,O08174,P287,4,30668,34
I14528,O00576,P348,3,6525,23
I14529,O08364,P265,4,19744,42
I14530,O03397,P270,3,29931,4
I14531,O09951,P125,1,3600,34
I14532,O03264,P130,3,3245,29
I14533,O04630,P174,3,4585,33
I14534,O06606,P083,5,47295,30
I14535,O04568,P399,2,48575,37
I14536,O03694,P040,4,3260,32
I14537,O04581,P073,4,36663,22
I14538,O04439,P006,4,40097,8
I14539,O02251,P010,2,21150,27
I14540,O08117,P338,5,33957,23
I14541,O02504,P109,2,4041,0
I14542,O09305,P496,5,44961,10
I14543,O03761,P224,4,8620,14
I14544,O03123,P368,5,35970,50
I14545,O00148,P267,4,37798,48
I14546,O04745,P349,2,7248,5
I14547,O03233,P156,4,2298,41
I14548,O06496,P375,5,21867,12
I14549,O03724,P004,3,46973,13
I14550,O01147,P222,3,49965,42
I14551,O03125,P353,2,22296,2
I14552,O02634,P256,4,16518,25
